,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4268,825071090299733570,https://www.airbnb.com/rooms/825071090299733570,20240905174946,2024-09-06,city scrape,Knus appartement in Amsterdam bij Vondelpark.,"In this cozy centrally located accommodation (Amsterdam Oud-West, close to the city center), everything for your family is at your fingertips. The apartment is 50 meters from the Vondelpark, you can walk to the museum square in 15 minutes. Or take tram 1 to downtown. There are 2 bedrooms with loft sleepers for children on the 3rd floor. From the bedroom with double on the 4th floor you reach the terrace with afternoon and evening sun. Our house is well stocked with toys, puzzles and games.",Our apartment is situated in a small street with dead end (no big traffic outside). The park is exactly 40metres away. On the corner is a lovely Italian restaurant.,https://a0.muscache.com/pictures/fe3bf723-0a9d-4065-ab1b-139a86c2e936.jpg,328610072,https://www.airbnb.com/users/show/328610072,Denise,2020-01-18,"Amsterdam, Netherlands",,within a day,56%,23%,f,https://a0.muscache.com/im/pictures/user/ae6efca9-f8fe-4e69-8442-6be4bbd574e5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ae6efca9-f8fe-4e69-8442-6be4bbd574e5.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,"Amsterdam, Noord-Holland, Netherlands",Zuid,,52.357167093943474,4.859971644628693,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Portable fans"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Private patio or balcony"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Children\u2019s books and toys for ages 5-10 years old"", ""Wine glasses"", ""Extra pillows and blankets"", ""Host greets you"", ""Park view"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""TV"", ""Children\u2019s dinnerware"", ""Board games"", ""Ikea oven"", ""Courtyard view"", ""Freezer"", ""Laundromat nearby"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",$210.00,3,20,2.0,2.0,20.0,20.0,2.0,20.0,,t,1,6,11,159,2024-09-06,11,4,1,2023-05-01,2024-08-15,4.73,4.91,4.64,4.91,5.0,4.91,4.73,0363 DBD2 6668 55AE CBD6,f,1,1,0,0,0.67
4277,693675,https://www.airbnb.com/rooms/693675,20240905174946,2024-09-06,city scrape,2 rooms in beautiful appartment near Vondelpark,"Two nice bedrooms for two people, prefearably to one party, for example two friends sleeping seperately. With a shared bathroom and a separate own toilet. The rooms are light and one has a big balcony overlooking gardens. Coffee- and teamachine included.",,https://a0.muscache.com/pictures/2a0766cc-c557-41ae-b387-5daf6eda0473.jpg,3548522,https://www.airbnb.com/users/show/3548522,Susanne,2012-09-12,"Amsterdam, Netherlands","I am a 50 year landlady, choreographer, wife and mother, busy working in theater and schools, and love to have friends over.",within a day,100%,50%,f,https://a0.muscache.com/im/users/3548522/profile_pic/1347469481/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3548522/profile_pic/1347469481/original.jpg?aki_policy=profile_x_medium,Oud-West,3,3,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.35925,4.8514,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,3.0,"[""Dishes and silverware"", ""Washer"", ""Private patio or balcony"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Heating"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen""]",$95.00,1,4,1.0,1.0,4.0,4.0,1.0,4.0,,t,0,0,0,0,2024-09-06,11,0,0,2014-01-03,2018-09-02,4.73,4.55,5.0,4.82,4.9,4.55,4.64,0363 8350 2AA2 28A1 C258,f,3,2,1,0,0.08
4287,735504198660521588,https://www.airbnb.com/rooms/735504198660521588,20240905174946,2024-09-06,city scrape,Stylish 3-floor family apartment Amsterdam center,"A gorgeous 3-story apartment in the heart of Amsterdam with private garden, dedicated kids rooms and beautiful modern interiors. Sleeps up to 4 adults and 4 children. Well-set up for a family stay, the apartment has a fully-equipped kitchen and family-sized dining area. Part of a charming historical building, the residence has a garden at the back, as well as a private bench on the street side (ideal for your morning coffee in the sun) and balconies on both sides on the upper floors.","The residence is located in a quiet and child-friendly area in the Oud-West neighborhood, yet only a 5-minute walk from Amsterdam’s city center and buzzing 9 streets area. Multiple supermarkets, delicious restaurants and child-friendly cafés are nearby, as well as plenty of playgrounds accessible in the neighborhood. Vondelpark is just 10 minutes’ walk, where there is an open air theater, swimming pool and sports courts. It’s walking distance from the famous Museum plein (Rijksmuseum, Van Gogh Museum etc) as well as the sights of the city center.",https://a0.muscache.com/pictures/miso/Hosting-735504198660521588/original/1b5fd769-9753-434a-b576-1d38d8349ada.jpeg,8322297,https://www.airbnb.com/users/show/8322297,Virginie,2013-08-22,"Amsterdam, Netherlands","37 years old, french, living in Amsterdam with 2 daughters and a lovely Dutch husband. ",within a day,100%,44%,f,https://a0.muscache.com/im/pictures/user/49a1f619-f99b-4fcc-b093-9f5e534d32ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/49a1f619-f99b-4fcc-b093-9f5e534d32ea.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Baarsjes - Oud-West,,52.36407,4.87433,Entire condo,Entire home/apt,8,3.0,3 baths,3.0,6.0,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Coffee"", ""Barbecue utensils"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Washer"", ""Private patio or balcony"", ""Babysitter recommendations"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Baby safety gates"", ""BBQ grill"", ""Changing table"", ""Hot water"", ""Bose sound system"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Safe"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Dishwasher"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Hot water kettle"", ""Induction stove"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Pack \u2019n play/Travel crib - available upon request"", ""TV"", ""Children\u2019s dinnerware"", ""Board games"", ""Outdoor dining area"", ""Freezer"", ""Room-darkening shades"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",$800.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,6,6,95,2024-09-06,14,7,1,2022-12-29,2024-08-10,5.0,5.0,4.86,5.0,5.0,5.0,4.79,0363 2FFA 26C8 C4F8 55C7,f,1,1,0,0,0.68
4292,733102323863297179,https://www.airbnb.com/rooms/733102323863297179,20240905174946,2024-09-06,city scrape,Ruim appartement met tuin en BBQ in Amsterdam,"From our spacious and sunny apartment, you can perfectly explore Amsterdam as a couple or with friends. The house has everything you need for a relaxing stay.  The Oosterpark and many cozy bars and restaurants are literally around the corner (ask us for tips!). Many famous museums are within walking distance. The apartment is located in a quiet street in the bustling east of Amsterdam. A bike rental is just around the corner, so you can experience Amsterdam like a local from this house!","Located between the Oosterpark, Tropenmuseum and the Amstel river, this is one of the nicest places in Amsterdam. Bustling, with many famous restaurants and bars, bakeries, coffee shops within walking distance. But on the other hand, the peace and quiet of this lovely neighborhood just outside the city center. With a 20-minute walk, you are at Artis, the bustling pipe or the canal belt (center). By bike, you can reach the dam in just 10 minutes. The tram towards the center stops 50 m away.",https://a0.muscache.com/pictures/miso/Hosting-733102323863297179/original/e843d459-cfe2-416a-bf55-efb49b2e988b.jpeg,32116304,https://www.airbnb.com/users/show/32116304,Eva,2015-04-28,"Amsterdam, Netherlands","Hi my name is Eva. I am based in Amsterdam and I love to travel, to meet new places and new people. I am a medical doctor currently based in Tilburg and a gynaecologist in training. I love kitsurfing and all other sports on and in the water. And a really enjoy en glass of good wine with my family, friends or boyfriend Mats. ",within a day,50%,75%,f,https://a0.muscache.com/im/pictures/user/c613b332-d970-4c65-ad28-e45384a2cb2c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c613b332-d970-4c65-ad28-e45384a2cb2c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Oud-Oost,,52.3581006,4.9251007,Entire loft,Entire home/apt,3,1.5,1.5 baths,1.0,2.0,"[""Dishes and silverware"", ""Paid parking on premises"", ""Coffee"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Dedicated workspace"", ""Coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Single level home"", ""Oven"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Dining table"", ""Essentials"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""Room-darkening shades"", ""Fast wifi \u2013 175 Mbps"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",$300.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,2,4,8,263,2024-09-06,9,1,0,2022-11-07,2023-09-17,5.0,4.78,4.89,5.0,5.0,4.89,5.0,0363 ACE6 7BEC AB8B 16FC,f,1,1,0,0,0.4
4314,797564692310420004,https://www.airbnb.com/rooms/797564692310420004,20240905174946,2024-09-06,city scrape,Cosy & light 2-bedroom apartment,"This centrally located apartment is ideal for your stay in Amsterdam. It is located in a quiet street, in the popular neighbourhood 'the Baarsjes'. The Jordaan, Oud-West and Erasmuspark are within walking distance of the apartment. The canals and other beautiful sights are within a 25-min walking distance<br /><br />Several trams and buses stop two streets away and two big supermarkets are around the corner. Moreover, many nice restaurants and bars are nearby.",,https://a0.muscache.com/pictures/miso/Hosting-797564692310420004/original/18030b65-01f5-4336-9d7c-f142e5a4f198.jpeg,68939596,https://www.airbnb.com/users/show/68939596,Charlotte,2016-04-25,"Amsterdam, Netherlands","Hi! My name is Charlotte and I have lived in this beautiful apartment for over 2 years now. I would love to welcome you to my house and share all my tips for the wonderful city of Amsterdam with you. 

I hope to see you soon!",within a day,100%,50%,f,https://a0.muscache.com/im/pictures/user/dff549fe-435e-45eb-8d18-f60bea733d82.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dff549fe-435e-45eb-8d18-f60bea733d82.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.3738803,4.8611398,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Private patio or balcony"", ""Coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Clothing storage: closet and wardrobe"", ""Host greets you"", ""Paid street parking off premises"", ""Oven"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",$309.00,3,14,3.0,3.0,14.0,14.0,3.0,14.0,,t,19,45,75,165,2024-09-06,7,4,0,2023-04-25,2024-07-09,5.0,4.71,4.71,4.86,5.0,4.71,4.57,0363 A685 E2BB 674D 15A7,f,1,1,0,0,0.42
4320,937739119407794653,https://www.airbnb.com/rooms/937739119407794653,20240905174946,2024-09-05,city scrape,Familie huis Amsterdam,"Property is only rented to families!! <br />Welcome to our beautiful home, a perfect combination of stylish renovation and modern luxury. <br />The interior design has been designed with high quality materials. With a total of 260 m2, there is more than enough living space.<br /><br />The garden is a true paradise for children, with a trampoline where they can jump and play to their heart's content. While the children have fun.<br /><br />five bedrooms of which each bedroom is air-conditioned.","Welcome to Amsterdam-Oost, a lively neighborhood just 5 to 10 minutes away from the bustling center of Amsterdam! Our home offers you the perfect base to enjoy all the beauty this city has to offer.<br /><br />One of the highlights of the neighborhood is the fantastic eateries. Here you will find the favorite restaurants of the real Amsterdammers, far away from the tourist crowds. Let yourself be pampered with delicious dishes and taste the authentic flavors this city has to offer.<br /><br />In addition to the culinary experiences, Amsterdam-Oost also offers an abundance of green oases. Several parks are steps away, where you can enjoy relaxing walks, picnics, or simply enjoy the natural beauty around you. And if you're an animal lover, Artis Animal Park is a stone's throw away. Don't miss the chance to visit this beautiful park during your stay.<br /><br />By public transport, such as the tram or bus, you can easily reach the city center of Amsterdam. Discover the world-famous canals",https://a0.muscache.com/pictures/miso/Hosting-937739119407794653/original/787dc730-04d2-46e9-9255-37058a00e770.jpeg,12424264,https://www.airbnb.com/users/show/12424264,Roy,2014-02-20,"Amsterdam, Netherlands",Vriendelijk en gastvrij persoon,within a day,100%,60%,f,https://a0.muscache.com/im/pictures/user/User-12424264/original/85e83818-cbb0-487e-85f7-a8ccc42bedec.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-12424264/original/85e83818-cbb0-487e-85f7-a8ccc42bedec.jpeg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Watergraafsmeer,,52.354756462659815,4.939201559208365,Entire home,Entire home/apt,4,3.0,3 baths,5.0,5.0,"[""Dishes and silverware"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Dedicated workspace"", ""Ping pong table"", ""Babysitter recommendations"", ""Private patio or balcony"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Cooking basics"", ""Baby safety gates"", ""Children's playroom"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Sonos sound system"", ""Cleaning products"", ""Miele double oven"", ""Standalone high chair - always at the listing"", ""Microwave"", ""Clothing storage"", ""Central air conditioning"", ""Fast wifi \u2013 331 Mbps"", ""Wine glasses"", ""Extra pillows and blankets"", ""Free washer \u2013 In building"", ""Coffee maker: Nespresso"", ""Liebherr  refrigerator"", ""Host greets you"", ""Paid street parking off premises"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Free dryer \u2013 In unit"", ""Exercise equipment"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Bora electric stove"", ""TV"", ""Children\u2019s dinnerware"", ""Board games"", ""Courtyard view"", ""Freezer"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",$320.00,5,8,5.0,5.0,8.0,8.0,5.0,8.0,,t,1,1,2,38,2024-09-05,3,3,0,2024-01-04,2024-07-07,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0363 7014 E245 A754 DCBF,f,1,1,0,0,0.37
4323,880490051396443634,https://www.airbnb.com/rooms/880490051396443634,20240905174946,2024-09-05,city scrape,Stylish appartement in Amsterdam,"This centrally located accommodation is tastefully furnished. The apartment is located on the ground and first floor in Amsterdam East, 10 minutes from downtown vsn Amsterdam. There is a lot of public transport in the neighborhood and a remote bike rental. Two blocks away is a large single street with several supermarkets, cafes and restaurants.",,https://a0.muscache.com/pictures/miso/Hosting-880490051396443634/original/080dec13-7a71-4feb-982c-03f86452b60a.jpeg,4074750,https://www.airbnb.com/users/show/4074750,Laurian,2012-11-06,Netherlands,"I am from the Netherlands. I like photography, interior design and yoga. I have 3 children in the age of 14, 16 and 18.",within a day,100%,57%,f,https://a0.muscache.com/im/users/4074750/profile_pic/1352214790/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4074750/profile_pic/1352214790/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Oostelijk Havengebied - Indische Buurt,,52.365026215765866,4.931537187929114,Entire rental unit,Entire home/apt,4,2.0,2 baths,3.0,3.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Washer"", ""Dedicated workspace"", ""Rice maker"", ""Coffee maker"", ""Patio or balcony"", ""Piano"", ""Cooking basics"", ""Outdoor furniture"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Sound system"", ""Blender"", ""Mini fridge"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Host greets you"", ""Oven"", ""Children\u2019s books and toys"", ""Conditioner"", ""Wifi"", ""Paid parking on premises \u2013 1 space"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Outdoor playground"", ""Heating"", ""TV"", ""Board games"", ""Outdoor dining area"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",$290.00,3,365,1.0,3.0,365.0,365.0,3.0,365.0,,t,3,3,4,233,2024-09-05,3,2,0,2023-08-11,2024-05-20,5.0,5.0,4.67,5.0,5.0,5.0,4.33,0363 1795 3672 0EE5 8B42,f,1,1,0,0,0.23
4328,31536003,https://www.airbnb.com/rooms/31536003,20240905174946,2024-09-06,city scrape,Spacious bright family apartment + rooftop terrace,"Spacious and bright apartment in Amsterdam West - De Baarsjes. Enjoy the local cafes and restaurants or take a short 10 minute trip towards Amsterdam’s historical city center. The apartment is well equipped with a modern kitchen, two bathrooms and a balcony. <br /><br />Perfect for families with kids. Given that this is a family home we rent out only to families and couples, no groups of friends! (Sorry no exceptions, so please do not inquire if you are a group of friends we have strict house rules)","The Baarsjes is one of the new hip areas where you can enjoy many new local bars, restaurants and shops. <br /><br />A must visit is the new venue ""De Hallen"", a former tram depot that has been altered into 8 film centers, restaurants, market and expo. It's less than 10 minute walking from our house.<br /><br />There are several playgrounds very close by, as well as a petting zoo. A great neighborhood for families.",https://a0.muscache.com/pictures/a824a30a-f13b-45dc-8044-e90b6511f567.jpg,4145047,https://www.airbnb.com/users/show/4145047,Wouter,2012-11-14,"Amsterdam, Netherlands","I'm a Research Scientist at the University of Amsterdam and the Max Planck Institute in Berlin and I would like to know how the brain works, how it develops and how we it makes complex decisions.  While figure that out I'd like to see the whole world, city by city. ",within a day,100%,38%,f,https://a0.muscache.com/im/users/4145047/profile_pic/1428413202/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4145047/profile_pic/1428413202/original.jpg?aki_policy=profile_x_medium,Oud-West,1,1,"['email', 'phone', 'work_email']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Baarsjes - Oud-West,,52.37241,4.86122,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,3.0,3.0,"[""Dishes and silverware"", ""Washer"", ""Private patio or balcony"", ""Coffee maker"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Lockbox"", ""Microwave"", ""Refrigerator"", ""Bathtub"", ""Oven"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen""]",$300.00,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,,t,0,0,0,271,2024-09-06,21,3,1,2019-07-31,2024-08-24,4.62,4.76,4.0,4.95,5.0,5.0,4.67,0363 05F7 1421 5027 0935,f,1,1,0,0,0.34
4344,979013843912022234,https://www.airbnb.com/rooms/979013843912022234,20240905174946,2024-09-06,city scrape,Suburban parkside apartment,"Welcome to your urban haven! This modern 2-bedroom apartment has charm and elegance. With views onto the Vondelpark, a fully equipped kitchen, cozy living room, and three balconies, it's the perfect stylish retreat. Unwind in class and convenience. Just a leisurely 15-minute bike ride to the city centre. Your Amsterdam adventure begins here!",- Take a 15 minute walk through the leafy Vondelpark to museum square where the Rijksmuseum or Van Gogh museums await<br />- Grab a drink at our favourite local cafe Gent aan het Schinkel<br />- Jump on a bike (you can hire them nearby) and head into the quaint Amsterdam canals for some retail therapy. Our favourite for this is the 9 streets (~9 minute ride) <br />- Grab some dinner and a drink at the Foodhallen<br />- If you have kids there are lots of playgrounds within walking distance. The two largest are the JJ Cremerplein or by the Groot Melkhuis in the Vondelpark,https://a0.muscache.com/pictures/a20bf209-4a33-43fd-9681-053897e08812.jpg,41884848,https://www.airbnb.com/users/show/41884848,Tom,2015-08-19,"Amsterdam, Netherlands","Work in Tech. 
Loves: Music, Theatre, Guitar, Football, Tennis, Golf. ",within a day,50%,54%,f,https://a0.muscache.com/im/pictures/user/05d27836-a5a5-4443-bbdf-6921a48ad28c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/05d27836-a5a5-4443-bbdf-6921a48ad28c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Baarsjes - Oud-West,,52.3569533144752,4.856106434918197,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,2.0,"[""Standalone high chair - available upon request"", ""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Body soap"", ""Central heating"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Clothing storage: walk-in closet"", ""Coffee maker"", ""Private patio or balcony"", ""Piano"", ""Cooking basics"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Changing table"", ""Hot water"", ""Smoke alarm"", ""Baby bath - available upon request"", ""Double oven"", ""Iron"", ""Drying rack for clothing"", ""Sonos sound system"", ""Cleaning products"", ""Blender"", ""Crib - always at the listing"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Safe"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Mosquito net"", ""Dishwasher"", ""Hot water kettle"", ""Induction stove"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""TV"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s dinnerware"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",$250.00,4,365,4.0,4.0,365.0,365.0,4.0,365.0,,t,0,0,0,19,2024-09-06,5,5,1,2023-10-06,2024-08-07,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0363 F696 95E2 2E2A 3AFE,f,1,1,0,0,0.45
4345,680494431023553578,https://www.airbnb.com/rooms/680494431023553578,20240905174946,2024-09-06,city scrape,5* Unique Luxurious House - F1 2024 special,"(New photos and video on request) <br /><br />Located in Amsterdam Centre/Old South, this exclusive upscale home boasts a large marble kitchen with Gaggenau appliances, dual ovens, wine storage, 4 bedrooms, 3 designer bathrooms, a patio & garden, and unparalleled luxury.<br /><br />Ideal for friends or family stays in Amsterdam. <br /><br />Near famous canals, Vondelpark, museums, shopping & dining - all just a short walk away!<br /><br />Complimentary wine, welcome snacks, and breakfast for the first day included.","The house is extremely well located. A 5 minute walk from the famous Vondelpark, Museum Square and The Rijksmuseum.<br /><br />The canals and city centre are only a 10 minute walk away.<br /><br />Within 2 minutes you will find the Cornelis Schuytstraat and another 2 minutes the OC Hooftstraat.",https://a0.muscache.com/pictures/miso/Hosting-680494431023553578/original/706f7b6f-fd53-47ea-ab7d-c4dca6703be1.jpeg,3913094,https://www.airbnb.com/users/show/3913094,Joost,2012-10-18,"Amsterdam, Netherlands","We are a family of four, living in the centre of Amsterdam. We have just completed a year-long renovation of our unique ground-floor apartment. 

We travel often and like to spend our holidays in Europe and The Caribbean. 

Whenever we travel we like other people to enjoy our home and city. We offer a unique, fully ground-floor and luxurious apartment in the centre of Amsterdam. Suitable for both couples and families.
We also rent out our scooter and bike so you can explore the city!

We hope you enjoy your stay at our home!",within a day,80%,0%,f,https://a0.muscache.com/im/pictures/user/011ee9ef-7976-423f-9b96-8031f26ba111.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/011ee9ef-7976-423f-9b96-8031f26ba111.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Zuid,,52.356663255918825,4.869324194377616,Entire home,Entire home/apt,7,3.0,3 baths,4.0,4.0,"[""Dishes and silverware"", ""Toaster"", ""Coffee"", ""Garden view"", ""Free washer \u2013 In unit"", ""Body soap"", ""Central heating"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Rice maker"", ""Private patio or balcony"", ""Outdoor furniture"", ""Pets allowed"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Gaggenau stainless steel oven"", ""Smoke alarm"", ""Iron"", ""Gaggenau gas stove"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Wine glasses"", ""Trash compactor"", ""Bathtub"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Exercise equipment"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Essentials"", ""Pack \u2019n play/Travel crib - available upon request"", ""TV"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Board games"", ""Courtyard view"", ""Freezer"", ""Laundromat nearby"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]","$1,136.00",3,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,1,11,13,271,2024-09-06,3,0,0,2022-08-07,2023-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0363 0DC7 C431 49A6 C705,f,1,1,0,0,0.12
